order_id,order_date,product_name,category,unit_price,quantity,discount_pct,total_amount,region,country,sales_rep,channel,status
ORD-0205,2024-01-31,Webcam HD,Electronics,76.87,5,5,365.13,West Africa,Ivory Coast,Fatima Hassan,Direct Sales,Returned
ORD-0206,2024-06-12,Webcam HD,Electronics,77.71,6,10,419.63,Southern Africa,Zimbabwe,Samuel Mwangi,Direct Sales,Completed
ORD-0207,2024-08-26,Portable Charger,Electronics,44.89,9,0,404.01,North Africa,Libya,Kwame Mensah,Wholesale,Returned
ORD-0208,2024-11-11,Phone Case,Accessories,21.83,1,0,21.83,West Africa,Nigeria,Grace Nakato,Retail,Completed
ORD-0209,2024-09-12,Screen Cleaner Kit,Accessories,13.83,6,0,82.98,North Africa,Libya,Lilian Osei,Direct Sales,Returned
ORD-0210,2024-09-15,Cable Organizer,Accessories,19.64,1,0,19.64,North Africa,Algeria,Ibrahim Traore,Retail,Completed
ORD-0211,2024-11-30,Notebook Set,Stationery,15.35,1,0,15.35,North Africa,Egypt,Ibrahim Traore,Wholesale,Pending
ORD-0212,2024-07-25,Wireless Headphones,Electronics,95.31,3,0,285.93,East Africa,Rwanda,Samuel Mwangi,Online,Returned
ORD-0213,2024-02-07,Wireless Headphones,Electronics,92.96,4,0,371.84,Central Africa,Angola,Grace Nakato,Direct Sales,Pending
ORD-0214,2024-07-20,USB-C Hub,Electronics,54.8,2,0,109.6,Central Africa,Angola,Samuel Mwangi,Wholesale,Pending
ORD-0215,2024-01-21,Laptop Stand,Office,40.4,10,10,363.6,West Africa,Ghana,Amara Diallo,Online,Completed
ORD-0216,2024-09-20,Mouse Pad XL,Office,24.3,9,5,207.77,North Africa,Algeria,Fatima Hassan,Wholesale,Pending
ORD-0217,2024-10-30,Laptop Stand,Office,43.04,10,15,365.84,West Africa,Ivory Coast,Samuel Mwangi,Direct Sales,Pending
ORD-0218,2024-08-01,USB-C Hub,Electronics,52.54,6,0,315.24,Southern Africa,South Africa,Patrick Nkosi,Wholesale,Completed
ORD-0219,2024-01-27,Notebook Set,Stationery,14.75,10,10,132.75,Southern Africa,Zambia,Patrick Nkosi,Direct Sales,Completed
ORD-0220,2024-01-17,Desk Lamp,Office,36.81,3,20,88.34,Central Africa,Chad,Patrick Nkosi,Online,Completed
ORD-0221,2024-04-14,Wireless Headphones,Electronics,91.06,7,0,637.42,Southern Africa,Zambia,Grace Nakato,Direct Sales,Completed
ORD-0222,2024-12-05,Mouse Pad XL,Office,24.96,4,10,89.86,West Africa,Cameroon,Ibrahim Traore,Direct Sales,Completed
ORD-0223,2024-12-14,Smart Watch,Electronics,200.62,6,10,1083.35,Southern Africa,Botswana,Aisha Kamara,Direct Sales,Completed
ORD-0224,2024-06-01,Phone Case,Accessories,21.81,5,0,109.05,North Africa,Libya,Aisha Kamara,Retail,Returned
ORD-0225,2024-05-27,Laptop Stand,Office,42.32,9,20,304.7,Southern Africa,Zambia,Kwame Mensah,Direct Sales,Returned
ORD-0226,2024-02-10,Screen Cleaner Kit,Accessories,12.9,5,0,64.5,North Africa,Morocco,Samuel Mwangi,Direct Sales,Completed
ORD-0227,2024-10-14,Mouse Pad XL,Office,25.76,4,20,82.43,Southern Africa,Zimbabwe,Aisha Kamara,Retail,Completed
ORD-0228,2024-09-28,Notebook Set,Stationery,15.75,4,0,63.0,Central Africa,Congo,David Okonkwo,Retail,Completed
ORD-0229,2024-03-11,Bluetooth Speaker,Electronics,63.12,8,0,504.96,Southern Africa,Zambia,Amara Diallo,Retail,Returned
ORD-0230,2024-06-13,Pen Pack,Stationery,10.93,4,20,34.98,Southern Africa,Mozambique,Aisha Kamara,Online,Completed
ORD-0231,2024-01-20,Pen Pack,Stationery,10.57,9,15,80.86,Central Africa,Congo,Fatima Hassan,Direct Sales,Completed
ORD-0232,2024-05-28,Cable Organizer,Accessories,19.62,8,0,156.96,East Africa,Rwanda,Amara Diallo,Online,Completed
ORD-0233,2024-11-24,Notebook Set,Stationery,15.26,6,0,91.56,Central Africa,DRC,Lilian Osei,Direct Sales,Completed
ORD-0234,2024-06-18,Screen Cleaner Kit,Accessories,13.92,5,0,69.6,Central Africa,Chad,Fatima Hassan,Direct Sales,Completed
ORD-0235,2024-12-11,Mouse Pad XL,Office,24.85,6,20,119.28,West Africa,Nigeria,David Okonkwo,Retail,Pending
ORD-0236,2024-12-08,Screen Cleaner Kit,Accessories,12.51,9,0,112.59,Southern Africa,Mozambique,Kwame Mensah,Retail,Completed
ORD-0237,2024-08-16,Webcam HD,Electronics,80.59,1,0,80.59,North Africa,Morocco,Aisha Kamara,Wholesale,Completed
ORD-0238,2024-04-30,Notebook Set,Stationery,15.05,5,15,63.96,Central Africa,DRC,Amara Diallo,Online,Returned
ORD-0239,2024-12-19,USB-C Hub,Electronics,53.26,9,15,407.44,West Africa,Ivory Coast,Kwame Mensah,Wholesale,Completed
ORD-0240,2024-11-06,Notebook Set,Stationery,14.58,3,5,41.55,West Africa,Ghana,Samuel Mwangi,Direct Sales,Pending
ORD-0241,2024-11-01,Cable Organizer,Accessories,17.76,4,20,56.83,Southern Africa,Botswana,Kwame Mensah,Direct Sales,Pending
ORD-0242,2024-10-07,Mouse Pad XL,Office,23.97,10,0,239.7,North Africa,Egypt,Lilian Osei,Retail,Pending
ORD-0243,2024-02-29,Desk Lamp,Office,35.97,6,20,172.66,West Africa,Ghana,David Okonkwo,Direct Sales,Completed
ORD-0244,2024-07-31,Cable Organizer,Accessories,17.45,1,5,16.58,Central Africa,Chad,Ibrahim Traore,Online,Pending
ORD-0245,2024-04-21,Webcam HD,Electronics,85.79,7,0,600.53,North Africa,Egypt,Patrick Nkosi,Online,Completed
ORD-0246,2024-02-05,Mechanical Keyboard,Office,141.71,9,0,1275.39,North Africa,Egypt,Ibrahim Traore,Online,Completed
ORD-0247,2024-07-14,Mechanical Keyboard,Office,142.85,7,0,999.95,West Africa,Ghana,Ibrahim Traore,Direct Sales,Returned
ORD-0248,2024-10-02,Bluetooth Speaker,Electronics,58.6,6,0,351.6,Central Africa,Congo,Grace Nakato,Retail,Completed
ORD-0249,2024-10-05,Screen Cleaner Kit,Accessories,13.65,5,5,64.84,East Africa,Uganda,Grace Nakato,Direct Sales,Completed
ORD-0250,2024-02-27,Phone Case,Accessories,19.56,3,0,58.68,Southern Africa,Zambia,Amara Diallo,Direct Sales,Pending
ORD-0251,2024-01-18,Portable Charger,Electronics,43.42,4,0,173.68,East Africa,Kenya,Ibrahim Traore,Online,Completed
ORD-0252,2024-01-29,Mouse Pad XL,Office,25.76,8,0,206.08,East Africa,Rwanda,Fatima Hassan,Wholesale,Completed
ORD-0253,2024-06-13,Screen Cleaner Kit,Accessories,13.85,10,10,124.65,Central Africa,Gabon,David Okonkwo,Wholesale,Completed
ORD-0254,2024-10-12,Pen Pack,Stationery,9.9,7,0,69.3,Central Africa,Congo,Patrick Nkosi,Retail,Returned
ORD-0255,2024-09-25,Desk Lamp,Office,36.76,6,15,187.48,Southern Africa,South Africa,Samuel Mwangi,Direct Sales,Returned
ORD-0256,2024-05-03,Smart Watch,Electronics,206.13,3,20,494.71,North Africa,Algeria,David Okonkwo,Wholesale,Completed
ORD-0257,2024-10-12,Portable Charger,Electronics,49.27,9,5,421.26,Southern Africa,South Africa,Lilian Osei,Retail,Returned
ORD-0258,2024-08-18,Phone Case,Accessories,19.23,6,15,98.07,North Africa,Morocco,Samuel Mwangi,Online,Pending
ORD-0259,2024-11-04,Mouse Pad XL,Office,26.27,5,5,124.78,West Africa,Nigeria,Amara Diallo,Online,Completed
ORD-0260,2024-06-19,Portable Charger,Electronics,44.15,4,5,167.77,Central Africa,Angola,Aisha Kamara,Online,Completed
ORD-0261,2024-12-26,Cable Organizer,Accessories,18.97,8,0,151.76,West Africa,Nigeria,David Okonkwo,Direct Sales,Completed
ORD-0262,2024-07-02,Desk Lamp,Office,36.04,7,5,239.67,North Africa,Tunisia,Aisha Kamara,Wholesale,Completed
ORD-0263,2024-08-28,Desk Lamp,Office,38.39,2,20,61.42,Southern Africa,Mozambique,Samuel Mwangi,Retail,Completed
ORD-0264,2024-03-15,Laptop Stand,Office,39.32,10,20,314.56,Southern Africa,South Africa,Amara Diallo,Wholesale,Pending
ORD-0265,2024-06-17,Cable Organizer,Accessories,17.5,7,0,122.5,Central Africa,Angola,David Okonkwo,Direct Sales,Pending
ORD-0266,2024-06-21,Screen Cleaner Kit,Accessories,14.18,9,15,108.48,West Africa,Ivory Coast,Aisha Kamara,Direct Sales,Returned
ORD-0267,2024-09-07,Webcam HD,Electronics,84.63,3,0,253.89,West Africa,Senegal,Fatima Hassan,Online,Pending
ORD-0268,2024-11-18,Wireless Headphones,Electronics,87.35,1,5,82.98,East Africa,Uganda,David Okonkwo,Online,Completed
ORD-0269,2024-11-22,Wireless Headphones,Electronics,86.31,8,0,690.48,West Africa,Cameroon,Patrick Nkosi,Direct Sales,Returned
ORD-0270,2024-09-28,Wireless Headphones,Electronics,85.65,9,5,732.31,East Africa,Ethiopia,Aisha Kamara,Wholesale,Completed
ORD-0271,2024-05-03,Desk Lamp,Office,35.99,2,0,71.98,Southern Africa,Zimbabwe,David Okonkwo,Wholesale,Completed
ORD-0272,2024-05-04,USB-C Hub,Electronics,50.93,6,5,290.3,Southern Africa,South Africa,David Okonkwo,Wholesale,Completed
ORD-0273,2024-08-31,Pen Pack,Stationery,10.06,7,5,66.9,East Africa,Uganda,Amara Diallo,Online,Completed
ORD-0274,2024-02-18,Bluetooth Speaker,Electronics,65.78,6,10,355.21,Southern Africa,Mozambique,Lilian Osei,Online,Completed
ORD-0275,2024-12-16,Phone Case,Accessories,21.76,5,0,108.8,Central Africa,Chad,Aisha Kamara,Online,Completed
ORD-0276,2024-12-30,Cable Organizer,Accessories,17.48,4,10,62.93,North Africa,Egypt,Grace Nakato,Online,Completed
ORD-0277,2024-12-12,Smart Watch,Electronics,215.47,10,20,1723.76,Central Africa,Congo,Lilian Osei,Wholesale,Returned
ORD-0278,2024-01-28,Portable Charger,Electronics,49.32,9,15,377.3,West Africa,Nigeria,Kwame Mensah,Direct Sales,Completed
ORD-0279,2024-10-31,Screen Cleaner Kit,Accessories,13.54,10,20,108.32,East Africa,Tanzania,Grace Nakato,Wholesale,Completed
ORD-0280,2024-07-11,Pen Pack,Stationery,10.02,8,0,80.16,North Africa,Algeria,Grace Nakato,Retail,Pending
ORD-0281,2024-02-07,Pen Pack,Stationery,10.69,10,0,106.9,Southern Africa,South Africa,Kwame Mensah,Wholesale,Completed
ORD-0282,2024-01-03,Mechanical Keyboard,Office,125.57,6,0,753.42,West Africa,Ivory Coast,Aisha Kamara,Direct Sales,Completed
ORD-0283,2024-08-17,Portable Charger,Electronics,44.01,3,0,132.03,North Africa,Egypt,Lilian Osei,Direct Sales,Completed
ORD-0284,2024-06-15,Wireless Headphones,Electronics,93.55,9,0,841.95,East Africa,Tanzania,Grace Nakato,Online,Completed
ORD-0285,2024-03-27,Mechanical Keyboard,Office,134.64,9,0,1211.76,Southern Africa,South Africa,Grace Nakato,Retail,Completed
ORD-0286,2024-08-10,USB-C Hub,Electronics,47.96,8,0,383.68,North Africa,Tunisia,Aisha Kamara,Direct Sales,Completed
ORD-0287,2024-09-10,Webcam HD,Electronics,84.64,5,0,423.2,East Africa,Tanzania,Patrick Nkosi,Retail,Returned
ORD-0288,2024-11-13,Bluetooth Speaker,Electronics,59.98,1,5,56.98,West Africa,Senegal,Grace Nakato,Wholesale,Returned
ORD-0289,2024-12-21,Laptop Stand,Office,39.91,3,0,119.73,Southern Africa,Botswana,David Okonkwo,Direct Sales,Completed
ORD-0290,2024-09-08,Smart Watch,Electronics,210.84,5,15,896.07,Southern Africa,Zambia,Patrick Nkosi,Retail,Completed
ORD-0291,2024-04-12,Mechanical Keyboard,Office,141.66,6,0,849.96,North Africa,Algeria,Patrick Nkosi,Retail,Pending
ORD-0292,2024-12-20,Wireless Headphones,Electronics,89.42,8,20,572.29,Southern Africa,Zimbabwe,Kwame Mensah,Direct Sales,Returned
ORD-0293,2024-08-04,Smart Watch,Electronics,194.61,5,15,827.09,North Africa,Morocco,Grace Nakato,Online,Returned
ORD-0294,2024-12-20,Notebook Set,Stationery,15.38,7,10,96.89,Southern Africa,Botswana,Grace Nakato,Online,Completed
ORD-0295,2024-12-02,Mouse Pad XL,Office,26.62,2,0,53.24,Central Africa,Angola,Samuel Mwangi,Retail,Pending
ORD-0296,2024-01-06,Wireless Headphones,Electronics,91.3,6,20,438.24,Central Africa,Chad,Kwame Mensah,Wholesale,Completed
ORD-0297,2024-08-16,Desk Lamp,Office,36.26,10,15,308.21,Central Africa,Angola,Samuel Mwangi,Direct Sales,Returned
ORD-0298,2024-09-04,Portable Charger,Electronics,49.47,3,0,148.41,Central Africa,Angola,Kwame Mensah,Wholesale,Returned
ORD-0299,2024-08-21,Cable Organizer,Accessories,17.93,3,0,53.79,East Africa,Uganda,David Okonkwo,Direct Sales,Completed
ORD-0300,2024-01-23,Webcam HD,Electronics,76.8,8,0,614.4,East Africa,Rwanda,Kwame Mensah,Online,Completed
ORD-0301,2024-03-22,Pen Pack,Stationery,9.75,4,10,35.1,East Africa,Kenya,Samuel Mwangi,Direct Sales,Returned
ORD-0302,2024-07-21,Phone Case,Accessories,20.96,3,15,53.45,Southern Africa,Zimbabwe,Amara Diallo,Retail,Returned
ORD-0303,2024-05-22,Notebook Set,Stationery,14.72,1,15,12.51,Southern Africa,Mozambique,Kwame Mensah,Online,Pending
ORD-0304,2024-12-09,Smart Watch,Electronics,193.41,4,5,734.96,North Africa,Tunisia,Ibrahim Traore,Wholesale,Pending
ORD-0305,2024-08-22,Mechanical Keyboard,Office,130.27,10,0,1302.7,Central Africa,Chad,Patrick Nkosi,Retail,Completed
ORD-0306,2024-03-01,Cable Organizer,Accessories,17.45,2,15,29.66,Central Africa,Angola,David Okonkwo,Wholesale,Completed
ORD-0307,2024-03-11,Smart Watch,Electronics,202.54,9,5,1731.72,North Africa,Morocco,Patrick Nkosi,Direct Sales,Returned
ORD-0308,2024-05-27,Smart Watch,Electronics,195.0,3,10,526.5,Southern Africa,Botswana,Fatima Hassan,Retail,Completed
ORD-0309,2024-01-05,Screen Cleaner Kit,Accessories,13.04,1,20,10.43,Southern Africa,Botswana,Ibrahim Traore,Retail,Completed
ORD-0310,2024-12-16,Screen Cleaner Kit,Accessories,13.3,9,15,101.75,Southern Africa,Botswana,Ibrahim Traore,Direct Sales,Returned
ORD-0311,2024-04-22,Webcam HD,Electronics,85.54,10,0,855.4,West Africa,Nigeria,Aisha Kamara,Online,Completed
ORD-0312,2024-09-10,Phone Case,Accessories,20.36,3,20,48.86,Central Africa,Gabon,Lilian Osei,Online,Pending
ORD-0313,2024-01-22,Bluetooth Speaker,Electronics,64.39,6,10,347.71,North Africa,Libya,Ibrahim Traore,Retail,Returned
ORD-0314,2024-02-14,Bluetooth Speaker,Electronics,59.36,1,5,56.39,West Africa,Senegal,Ibrahim Traore,Online,Completed
ORD-0315,2024-11-11,Phone Case,Accessories,20.27,10,15,172.29,Central Africa,Gabon,Fatima Hassan,Retail,Completed
ORD-0316,2024-10-02,Portable Charger,Electronics,44.64,6,10,241.06,East Africa,Ethiopia,Fatima Hassan,Wholesale,Completed
ORD-0317,2024-03-10,USB-C Hub,Electronics,53.6,9,15,410.04,Central Africa,Gabon,Grace Nakato,Online,Completed
ORD-0318,2024-05-06,Screen Cleaner Kit,Accessories,13.73,4,0,54.92,West Africa,Ghana,Grace Nakato,Direct Sales,Completed
ORD-0319,2024-02-17,Notebook Set,Stationery,14.41,7,5,95.83,North Africa,Algeria,Grace Nakato,Wholesale,Completed
ORD-0320,2024-02-17,Webcam HD,Electronics,86.42,10,0,864.2,Southern Africa,Zambia,Ibrahim Traore,Wholesale,Completed
ORD-0321,2024-09-10,Portable Charger,Electronics,48.31,4,5,183.58,Central Africa,Chad,Aisha Kamara,Wholesale,Completed
ORD-0322,2024-06-24,Laptop Stand,Office,43.1,3,10,116.37,Central Africa,Angola,Amara Diallo,Online,Completed
ORD-0323,2024-08-21,Pen Pack,Stationery,9.73,2,20,15.57,Southern Africa,South Africa,Amara Diallo,Direct Sales,Completed
ORD-0324,2024-05-20,Mouse Pad XL,Office,27.24,3,20,65.38,West Africa,Senegal,Kwame Mensah,Wholesale,Completed
ORD-0325,2024-12-24,Bluetooth Speaker,Electronics,62.62,1,5,59.49,North Africa,Morocco,David Okonkwo,Direct Sales,Completed
ORD-0326,2024-10-30,Mouse Pad XL,Office,24.03,4,5,91.31,East Africa,Uganda,David Okonkwo,Direct Sales,Completed
ORD-0327,2024-02-06,Wireless Headphones,Electronics,87.27,7,15,519.26,North Africa,Egypt,David Okonkwo,Direct Sales,Completed
ORD-0328,2024-03-11,Mouse Pad XL,Office,27.04,6,0,162.24,East Africa,Uganda,Grace Nakato,Retail,Completed
ORD-0329,2024-08-13,Bluetooth Speaker,Electronics,62.84,1,10,56.56,Central Africa,Angola,Samuel Mwangi,Retail,Completed
ORD-0330,2024-02-21,Cable Organizer,Accessories,17.68,8,20,113.15,Southern Africa,Botswana,Fatima Hassan,Online,Pending
ORD-0331,2024-05-06,Mouse Pad XL,Office,26.71,7,0,186.97,Southern Africa,Zambia,Aisha Kamara,Online,Completed
ORD-0332,2024-12-19,Desk Lamp,Office,37.33,10,0,373.3,Central Africa,Angola,Amara Diallo,Wholesale,Completed
ORD-0333,2024-11-26,Desk Lamp,Office,35.3,4,15,120.02,Central Africa,Angola,Amara Diallo,Retail,Returned
ORD-0334,2024-09-27,Mechanical Keyboard,Office,135.07,8,15,918.48,East Africa,Kenya,Amara Diallo,Wholesale,Completed
ORD-0335,2024-03-29,Smart Watch,Electronics,206.38,7,0,1444.66,Southern Africa,Botswana,Ibrahim Traore,Online,Completed
ORD-0336,2024-01-31,Notebook Set,Stationery,14.33,5,0,71.65,East Africa,Uganda,Grace Nakato,Wholesale,Pending
ORD-0337,2024-10-02,Portable Charger,Electronics,47.06,7,0,329.42,Southern Africa,Mozambique,Patrick Nkosi,Retail,Completed
ORD-0338,2024-03-20,Bluetooth Speaker,Electronics,65.76,9,0,591.84,North Africa,Egypt,Lilian Osei,Wholesale,Returned
ORD-0339,2024-05-02,Notebook Set,Stationery,16.38,7,15,97.46,East Africa,Tanzania,Amara Diallo,Retail,Completed
ORD-0340,2024-06-07,Cable Organizer,Accessories,18.73,8,10,134.86,Southern Africa,South Africa,Fatima Hassan,Online,Completed
ORD-0341,2024-09-24,Mouse Pad XL,Office,27.31,3,5,77.83,West Africa,Nigeria,Lilian Osei,Wholesale,Completed
ORD-0342,2024-06-20,Laptop Stand,Office,43.39,2,20,69.42,West Africa,Senegal,Grace Nakato,Wholesale,Pending
ORD-0343,2024-07-03,Bluetooth Speaker,Electronics,61.09,2,5,116.07,North Africa,Libya,Amara Diallo,Direct Sales,Pending
ORD-0344,2024-10-20,Smart Watch,Electronics,193.08,5,20,772.32,North Africa,Morocco,Kwame Mensah,Retail,Pending
ORD-0345,2024-07-15,Wireless Headphones,Electronics,91.86,4,0,367.44,East Africa,Uganda,Fatima Hassan,Retail,Completed
ORD-0346,2024-06-12,Desk Lamp,Office,35.43,6,0,212.58,Southern Africa,Zimbabwe,Aisha Kamara,Online,Pending
ORD-0347,2024-09-21,Laptop Stand,Office,39.33,1,0,39.33,East Africa,Ethiopia,Amara Diallo,Direct Sales,Completed
ORD-0348,2024-08-21,Cable Organizer,Accessories,17.32,5,0,86.6,Southern Africa,Zambia,Amara Diallo,Wholesale,Completed
ORD-0349,2024-10-29,USB-C Hub,Electronics,50.97,10,0,509.7,Central Africa,Gabon,Ibrahim Traore,Retail,Pending
ORD-0350,2024-10-04,Portable Charger,Electronics,42.9,1,5,40.75,West Africa,Ghana,Samuel Mwangi,Online,Completed
ORD-0351,2024-05-01,Wireless Headphones,Electronics,92.64,2,0,185.28,Southern Africa,Zambia,Grace Nakato,Direct Sales,Completed
ORD-0352,2024-09-23,Smart Watch,Electronics,216.91,1,0,216.91,North Africa,Egypt,Grace Nakato,Wholesale,Returned
ORD-0353,2024-07-20,Mouse Pad XL,Office,24.24,2,10,43.63,East Africa,Ethiopia,Kwame Mensah,Online,Returned
ORD-0354,2024-07-20,Pen Pack,Stationery,10.77,5,0,53.85,West Africa,Ghana,Samuel Mwangi,Wholesale,Returned
ORD-0355,2024-10-26,USB-C Hub,Electronics,53.34,4,0,213.36,West Africa,Nigeria,Kwame Mensah,Retail,Completed
ORD-0356,2024-07-02,Smart Watch,Electronics,193.61,6,5,1103.58,Southern Africa,Mozambique,David Okonkwo,Direct Sales,Completed
ORD-0357,2024-06-04,Webcam HD,Electronics,85.68,2,0,171.36,North Africa,Egypt,Patrick Nkosi,Online,Completed
ORD-0358,2024-07-01,Screen Cleaner Kit,Accessories,12.82,2,15,21.79,North Africa,Morocco,Grace Nakato,Online,Completed
ORD-0359,2024-10-08,USB-C Hub,Electronics,50.88,7,20,284.93,West Africa,Nigeria,David Okonkwo,Online,Returned
ORD-0360,2024-04-23,Bluetooth Speaker,Electronics,64.46,1,0,64.46,West Africa,Nigeria,Fatima Hassan,Retail,Returned
ORD-0361,2024-02-08,Laptop Stand,Office,43.49,10,0,434.9,East Africa,Ethiopia,Amara Diallo,Online,Completed
ORD-0362,2024-06-18,Cable Organizer,Accessories,19.33,2,20,30.93,Southern Africa,Zimbabwe,Kwame Mensah,Online,Returned
ORD-0363,2024-09-11,Wireless Headphones,Electronics,95.27,7,20,533.51,West Africa,Cameroon,Amara Diallo,Direct Sales,Returned
ORD-0364,2024-03-17,Smart Watch,Electronics,198.39,3,0,595.17,North Africa,Morocco,Amara Diallo,Retail,Completed
ORD-0365,2024-07-15,Webcam HD,Electronics,77.04,8,0,616.32,Southern Africa,Botswana,Fatima Hassan,Direct Sales,Completed
ORD-0366,2024-07-14,Pen Pack,Stationery,9.52,9,20,68.54,Central Africa,Congo,Samuel Mwangi,Direct Sales,Pending
ORD-0367,2024-05-18,Portable Charger,Electronics,44.91,10,10,404.19,Southern Africa,Zambia,Fatima Hassan,Online,Completed
ORD-0368,2024-08-29,Notebook Set,Stationery,16.06,5,0,80.3,West Africa,Nigeria,Lilian Osei,Wholesale,Pending
ORD-0369,2024-09-30,Phone Case,Accessories,19.71,4,15,67.01,West Africa,Nigeria,Amara Diallo,Retail,Pending
ORD-0370,2024-06-11,Screen Cleaner Kit,Accessories,12.8,3,0,38.4,Southern Africa,Zambia,Samuel Mwangi,Online,Completed
ORD-0371,2024-09-09,Notebook Set,Stationery,16.12,10,0,161.2,Central Africa,Congo,Lilian Osei,Wholesale,Completed
ORD-0372,2024-01-11,Webcam HD,Electronics,83.21,1,0,83.21,East Africa,Uganda,Lilian Osei,Direct Sales,Completed
ORD-0373,2024-06-14,Laptop Stand,Office,42.29,3,0,126.87,Central Africa,Congo,Amara Diallo,Online,Completed
ORD-0374,2024-02-07,Notebook Set,Stationery,15.06,9,20,108.43,West Africa,Nigeria,Samuel Mwangi,Direct Sales,Pending
ORD-0375,2024-08-11,Bluetooth Speaker,Electronics,65.77,6,0,394.62,North Africa,Tunisia,Ibrahim Traore,Wholesale,Completed
ORD-0376,2024-03-30,Mouse Pad XL,Office,26.24,6,0,157.44,Central Africa,Angola,Grace Nakato,Wholesale,Completed
ORD-0377,2024-10-17,Smart Watch,Electronics,215.51,10,5,2047.34,West Africa,Nigeria,Amara Diallo,Retail,Pending
ORD-0378,2024-03-13,Laptop Stand,Office,43.61,10,0,436.1,Central Africa,Congo,Samuel Mwangi,Online,Completed
ORD-0379,2024-11-23,Laptop Stand,Office,42.24,2,20,67.58,North Africa,Morocco,Samuel Mwangi,Direct Sales,Completed
ORD-0380,2024-02-25,USB-C Hub,Electronics,49.42,2,0,98.84,West Africa,Ghana,Amara Diallo,Online,Returned
ORD-0381,2024-06-28,Webcam HD,Electronics,86.57,7,5,575.69,Southern Africa,Zimbabwe,Lilian Osei,Direct Sales,Completed
ORD-0382,2024-01-18,Screen Cleaner Kit,Accessories,13.22,4,0,52.88,Southern Africa,Botswana,Aisha Kamara,Online,Completed
ORD-0383,2024-03-23,USB-C Hub,Electronics,54.15,6,0,324.9,East Africa,Uganda,Kwame Mensah,Online,Completed
ORD-0384,2024-03-25,Notebook Set,Stationery,16.36,1,5,15.54,Central Africa,Chad,Patrick Nkosi,Direct Sales,Completed
ORD-0385,2024-10-10,Wireless Headphones,Electronics,91.02,4,0,364.08,East Africa,Tanzania,Lilian Osei,Wholesale,Completed
ORD-0386,2024-09-08,USB-C Hub,Electronics,51.78,1,5,49.19,West Africa,Nigeria,Fatima Hassan,Online,Completed
ORD-0387,2024-11-03,Wireless Headphones,Electronics,94.43,5,20,377.72,Southern Africa,South Africa,Ibrahim Traore,Retail,Completed
ORD-0388,2024-02-29,Wireless Headphones,Electronics,91.88,5,0,459.4,West Africa,Ghana,Aisha Kamara,Direct Sales,Returned
ORD-0389,2024-07-14,Webcam HD,Electronics,78.21,9,5,668.7,North Africa,Egypt,Samuel Mwangi,Retail,Returned
ORD-0390,2024-05-17,Wireless Headphones,Electronics,88.54,8,0,708.32,North Africa,Algeria,Patrick Nkosi,Online,Completed
ORD-0391,2024-10-28,Portable Charger,Electronics,46.39,6,20,222.67,East Africa,Uganda,David Okonkwo,Online,Returned
ORD-0392,2024-08-31,Screen Cleaner Kit,Accessories,14.03,9,15,107.33,Central Africa,Chad,Patrick Nkosi,Retail,Returned
ORD-0393,2024-09-21,USB-C Hub,Electronics,51.77,1,10,46.59,East Africa,Rwanda,Patrick Nkosi,Retail,Completed
ORD-0394,2024-03-05,Portable Charger,Electronics,48.2,3,0,144.6,Southern Africa,Zimbabwe,Amara Diallo,Direct Sales,Completed
ORD-0395,2024-06-12,Pen Pack,Stationery,10.38,3,20,24.91,Southern Africa,Zimbabwe,Kwame Mensah,Online,Returned
ORD-0396,2024-08-22,Desk Lamp,Office,34.69,6,20,166.51,Southern Africa,Botswana,Amara Diallo,Direct Sales,Completed
ORD-0397,2024-02-21,Mechanical Keyboard,Office,134.85,10,10,1213.65,West Africa,Ghana,Kwame Mensah,Online,Completed
ORD-0398,2024-09-05,Screen Cleaner Kit,Accessories,13.09,7,0,91.63,Central Africa,Gabon,Patrick Nkosi,Direct Sales,Completed
ORD-0399,2024-12-21,Smart Watch,Electronics,208.25,3,10,562.27,North Africa,Algeria,Grace Nakato,Online,Returned
ORD-0400,2024-05-17,Cable Organizer,Accessories,18.37,1,15,15.61,North Africa,Morocco,Samuel Mwangi,Online,Completed
ORD-0401,2024-12-22,Screen Cleaner Kit,Accessories,13.3,5,20,53.2,North Africa,Tunisia,Kwame Mensah,Retail,Completed
ORD-0402,2024-11-26,USB-C Hub,Electronics,50.62,5,15,215.13,Southern Africa,Zambia,Kwame Mensah,Retail,Returned
ORD-0403,2024-01-29,Phone Case,Accessories,20.11,9,20,144.79,Southern Africa,Mozambique,Lilian Osei,Retail,Completed
ORD-0404,2024-10-18,USB-C Hub,Electronics,53.87,3,20,129.29,Central Africa,Chad,Amara Diallo,Retail,Completed
ORD-0405,2024-07-03,Cable Organizer,Accessories,18.32,4,0,73.28,West Africa,Nigeria,David Okonkwo,Wholesale,Completed
ORD-0406,2024-12-14,Screen Cleaner Kit,Accessories,14.14,7,15,84.13,Southern Africa,Botswana,Amara Diallo,Retail,Completed
ORD-0407,2024-10-09,Webcam HD,Electronics,81.68,3,20,196.03,Central Africa,Chad,Samuel Mwangi,Wholesale,Completed
ORD-0408,2024-03-24,Screen Cleaner Kit,Accessories,13.09,5,0,65.45,North Africa,Egypt,Patrick Nkosi,Retail,Completed
ORD-0409,2024-01-11,Pen Pack,Stationery,10.1,5,15,42.92,West Africa,Ghana,Amara Diallo,Direct Sales,Completed
